donation_id,donor_id,amount,donation_date,campaign,method,name,gender,generation,age_group,income_bracket,email,phone,address,donor_type,first_donation_date,acquisition_source
b4e5bf04-e74f-49a8-975e-39f7d35a75c2,DNR0006,189.63,2024-02-04,Red Fox Run 5K,Credit Card,Leanne Bray,Female,Gen X,46-60,$50k-$100k,jose50@example.org,(601)284-1562,"6764 Kristen Mission Suite 080, Joshuabury, IA 49650",Event Donors,2022-05-01,Meta Ads
020fa5bb-02a3-42bd-835e-5ea0d85a8c34,DNR0007,46.51,2021-05-10,Annual Appeal,Credit Card,Rafaela Jesus,Female,Boomer,46-60,$50k-$100k,eric98@example.com,467.430.9078,"1798 Jason Summit, Johnsonside, AK 89780",Small Online Donors,2021-03-03,Meta Ads
11099069-2eea-4c57-b54a-12909a40e48f,DNR0008,52.91,2022-01-16,Annual Appeal,Check,Silvano Cristian Avilés Sanches,Female,Boomer,60+,$100k+,qfrost@example.org,209.813.5880x9753,"52752 Le Shores, Brittanyview, VT 18002",Monthly Sustainers,2021-02-03,Nurture Campaign
f110294a-f3b7-4867-93da-2e029b201433,DNR0008,52.57,2024-03-11,Monthly Giving Program,Credit Card,Silvano Cristian Avilés Sanches,Female,Boomer,60+,$100k+,qfrost@example.org,209.813.5880x9753,"52752 Le Shores, Brittanyview, VT 18002",Monthly Sustainers,2021-02-03,Nurture Campaign
f8ba5fe5-ca49-4685-97b6-5c30b09b84a5,DNR0008,52.37,2025-01-12,Monthly Giving Program,Check,Silvano Cristian Avilés Sanches,Female,Boomer,60+,$100k+,qfrost@example.org,209.813.5880x9753,"52752 Le Shores, Brittanyview, VT 18002",Monthly Sustainers,2021-02-03,Nurture Campaign
bc097704-b8dc-4ffb-bb67-8286dec622c6,DNR0008,21.94,2022-11-07,Annual Appeal,Check,Silvano Cristian Avilés Sanches,Female,Boomer,60+,$100k+,qfrost@example.org,209.813.5880x9753,"52752 Le Shores, Brittanyview, VT 18002",Monthly Sustainers,2021-02-03,Nurture Campaign
0c973011-968b-4fac-8552-338bad98d57e,DNR0008,20.12,2023-10-04,Arctic Fox Day,Bank Transfer,Silvano Cristian Avilés Sanches,Female,Boomer,60+,$100k+,qfrost@example.org,209.813.5880x9753,"52752 Le Shores, Brittanyview, VT 18002",Monthly Sustainers,2021-02-03,Nurture Campaign
de6efb99-f9ca-4e02-960b-699cda5971f7,DNR0008,35.99,2024-08-06,Pollinator Protection Project,Check,Silvano Cristian Avilés Sanches,Female,Boomer,60+,$100k+,qfrost@example.org,209.813.5880x9753,"52752 Le Shores, Brittanyview, VT 18002",Monthly Sustainers,2021-02-03,Nurture Campaign
5097c457-bac4-45d1-8dad-edb3dcec4066,DNR0008,34.62,2022-07-28,Monthly Giving Program,PayPal,Silvano Cristian Avilés Sanches,Female,Boomer,60+,$100k+,qfrost@example.org,209.813.5880x9753,"52752 Le Shores, Brittanyview, VT 18002",Monthly Sustainers,2021-02-03,Nurture Campaign
1619fe93-376a-4b35-85e7-2df767b78290,DNR0009,47.23,2025-01-11,Earth Day Events,Credit Card,Rubén Bernardo Badillo,Female,Boomer,46-60,$50k-$100k,chelseahunt@example.com,(769)897-9861x784,"569 Katie Mall, Lisatown, VT 59184",Small Online Donors,2022-03-21,Meta Ads
faf77bc3-2154-4d4b-84ae-6a856288faa8,DNR0009,38.4,2024-06-19,Endangered Species Fund,Check,Rubén Bernardo Badillo,Female,Boomer,46-60,$50k-$100k,chelseahunt@example.com,(769)897-9861x784,"569 Katie Mall, Lisatown, VT 59184",Small Online Donors,2022-03-21,Meta Ads
a3ab9aad-76d3-4779-bb6d-6154de3a1b82,DNR0009,66.7,2022-10-07,Earth Day Events,Credit Card,Rubén Bernardo Badillo,Female,Boomer,46-60,$50k-$100k,chelseahunt@example.com,(769)897-9861x784,"569 Katie Mall, Lisatown, VT 59184",Small Online Donors,2022-03-21,Meta Ads
e5a20c6c-01b5-4abf-8f6c-3089e9d85939,DNR0010,13.12,2023-12-05,Giving Season,PayPal,Rafaela Nunes,Female,Gen X,31-45,$50k-$100k,millerjason@example.org,+1-554-383-6840,"86352 Ernest Ferry, North Jesseshire, FM 23856",Small Online Donors,2023-05-14,Meta Ads
06361042-e8bb-4be9-95c0-75bc4ddc6bd0,DNR0011,180.76,2025-01-04,Red Fox Run 5K,Check,Dr Diana Francis,Female,Millennial,31-45,<$50k,jfarrell@example.org,6598088216,"9864 Paul Forest Apt. 120, Port Jonathanbury, RI 40529",Event Donors,2020-12-26,Earth Day Event
81109552-d6e0-4a77-b438-a5bbb1d994ca,DNR0012,40.03,2022-11-13,Giving Season,Bank Transfer,Louis Williams,Male,Boomer,60+,$50k-$100k,williamspaula@example.net,(227)837-5510x71147,"PSC 0823, Box 5266, APO AE 47278",Monthly Sustainers,2022-02-06,Nurture Campaign
3afd9c20-d9e7-423e-b1a5-7911f81c323f,DNR0012,46.95,2022-02-24,Pollinator Protection Project,Credit Card,Louis Williams,Male,Boomer,60+,$50k-$100k,williamspaula@example.net,(227)837-5510x71147,"PSC 0823, Box 5266, APO AE 47278",Monthly Sustainers,2022-02-06,Nurture Campaign
b4bbaeb6-215b-4fed-857f-1e4544544bc8,DNR0012,32.71,2022-10-02,Giving Season,Check,Louis Williams,Male,Boomer,60+,$50k-$100k,williamspaula@example.net,(227)837-5510x71147,"PSC 0823, Box 5266, APO AE 47278",Monthly Sustainers,2022-02-06,Nurture Campaign
3a3ae8b0-8242-4a86-b10b-03f5f47aeb5f,DNR0012,45.81,2025-04-30,Annual Appeal,PayPal,Louis Williams,Male,Boomer,60+,$50k-$100k,williamspaula@example.net,(227)837-5510x71147,"PSC 0823, Box 5266, APO AE 47278",Monthly Sustainers,2022-02-06,Nurture Campaign
8b4cc00f-72c4-45b6-80c9-6487834afe3f,DNR0012,28.16,2023-12-29,Arctic Fox Day,Credit Card,Louis Williams,Male,Boomer,60+,$50k-$100k,williamspaula@example.net,(227)837-5510x71147,"PSC 0823, Box 5266, APO AE 47278",Monthly Sustainers,2022-02-06,Nurture Campaign
b4c554ff-5b29-448e-8a65-4ac474258053,DNR0012,51.88,2023-01-24,Monthly Giving Program,PayPal,Louis Williams,Male,Boomer,60+,$50k-$100k,williamspaula@example.net,(227)837-5510x71147,"PSC 0823, Box 5266, APO AE 47278",Monthly Sustainers,2022-02-06,Nurture Campaign
8331115b-110a-468d-9146-f8b98ae7bfdb,DNR0012,10.54,2024-08-28,Pollinator Protection Project,Credit Card,Louis Williams,Male,Boomer,60+,$50k-$100k,williamspaula@example.net,(227)837-5510x71147,"PSC 0823, Box 5266, APO AE 47278",Monthly Sustainers,2022-02-06,Nurture Campaign
9b74cb9a-b94a-4561-a215-7b30c2d4493e,DNR0013,59.85,2024-01-08,Earth Day Events,Check,Gregory Lee,Male,Gen X,46-60,<$50k,judyelliott@example.net,(809)761-7683x29606,"PSC 6418, Box 3629, APO AP 06952",Small Online Donors,2023-11-22,Website Donation
be5fe9c3-3d3d-48a1-b63f-922e489fb722,DNR0013,38.76,2025-06-13,Endangered Species Fund,Cash,Gregory Lee,Male,Gen X,46-60,<$50k,judyelliott@example.net,(809)761-7683x29606,"PSC 6418, Box 3629, APO AP 06952",Small Online Donors,2023-11-22,Website Donation
5cf1d667-bc6b-4f2d-87b5-6a5dd6b6f582,DNR0013,10.72,2024-10-19,Endangered Species Fund,Credit Card,Gregory Lee,Male,Gen X,46-60,<$50k,judyelliott@example.net,(809)761-7683x29606,"PSC 6418, Box 3629, APO AP 06952",Small Online Donors,2023-11-22,Website Donation
580b657f-9347-4fdc-af11-bc245ab0cd1c,DNR0014,61.31,2025-01-12,Annual Appeal,Credit Card,Gerald Webb,Male,Gen Z,18-30,$50k-$100k,xmanning@example.net,8832036074,"769 Scott Ford, Websterfurt, AR 51719",Event Donors,2022-04-10,Bat Box Build Event
28b0989f-8c49-45fd-8e08-4c0209f515bb,DNR0015,136.0,2025-02-16,Earth Day Events,Credit Card,Joyce Newman,Female,Millennial,31-45,<$50k,charris@example.net,3789966827,"Unit 9718 Box 8800, DPO AP 64618",Event Donors,2023-04-12,Fox Habitat Event
e3ace488-e19b-4491-978b-bffe4f9c4a50,DNR0016,40.14,2024-10-05,Kids 4 Climate School Fundraiser,Venmo,Trevor Wood,Male,Millennial,31-45,<$50k,fishersavannah@example.org,270.460.3478x222,"73709 Carlos Tunnel Apt. 191, Roseburgh, ID 74317",Small Online Donors,2024-06-13,Meta Ads
1e593255-160b-452a-82e9-75bb8d7561af,DNR0017,24.22,2024-10-24,Arctic Fox Day,Credit Card,Lauren Palmer,Female,Millennial,31-45,$50k-$100k,jenniferbeasley@example.net,427-892-2398x91868,"4701 Ellis Station, West Andrew, WI 61317",Small Online Donors,2021-06-27,Google Ads
de8f5454-4082-49e7-8917-4925e20b5248,DNR0017,83.24,2024-10-31,New Year Giving Initiative,Credit Card,Lauren Palmer,Female,Millennial,31-45,$50k-$100k,jenniferbeasley@example.net,427-892-2398x91868,"4701 Ellis Station, West Andrew, WI 61317",Small Online Donors,2021-06-27,Google Ads
2452bc08-5b95-460f-a6aa-d72c176aaaf7,DNR0018,261.71,2025-03-07,Earth Day Events,Credit Card,Mtro. Samuel Terrazas,Female,Boomer,60+,$50k-$100k,batessamantha@example.org,(353)370-6412x05701,"USS Harvey, FPO AP 23564",Event Donors,2023-09-26,Website Donation
20541115-cec9-46c2-bd8e-1db38067b3e0,DNR0018,5.0,2024-05-25,Annual Appeal,Credit Card,Mtro. Samuel Terrazas,Female,Boomer,60+,$50k-$100k,batessamantha@example.org,(353)370-6412x05701,"USS Harvey, FPO AP 23564",Event Donors,2023-09-26,Website Donation
d8ef4531-c955-49eb-a763-21b80b3afd4e,DNR0019,35.52,2025-03-29,Monthly Giving Program,Credit Card,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
3a64a0aa-ce1c-4526-a55f-1678b5517b5d,DNR0019,48.65,2023-08-09,Giving Season,Credit Card,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
44f7509f-a99f-4832-a8d4-a44acfca28f2,DNR0019,12.3,2024-12-17,Arctic Fox Day,Credit Card,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
6dca6f1b-2ddc-49ae-9060-78c0cedfa87b,DNR0019,33.6,2025-06-22,Giving Season,Check,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
ea9abc2d-0e61-4ac5-8f02-c847fc7dcdff,DNR0019,49.51,2023-07-02,Monthly Giving Program,Check,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
44adc180-e012-4806-9deb-276bc4862508,DNR0019,32.37,2023-06-26,Monthly Giving Program,Bank Transfer,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
87069f36-0a45-4138-b23d-45990bd065d7,DNR0019,22.25,2025-05-22,Monthly Giving Program,Credit Card,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
d23ac038-0cf4-421b-9d5a-5d3c35664a7e,DNR0019,38.6,2025-05-04,Annual Appeal,Credit Card,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
82963ca6-54a3-4d07-a8a7-19d6b66770b1,DNR0019,26.82,2025-05-31,Monthly Giving Program,Credit Card,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
f566e5ea-a423-4f61-8019-e60367df3129,DNR0019,46.04,2024-11-23,Monthly Giving Program,Bank Transfer,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
12274240-8b96-4163-8fb6-0a673c4353aa,DNR0019,44.44,2025-04-21,Arctic Fox Day,Check,Raquel Oliveira,Female,Gen Z,18-30,<$50k,ajohnston@example.com,309.458.5166x19352,"746 Tyler Cove Suite 401, Shannonborough, NJ 01555",Monthly Sustainers,2023-06-20,Nurture Campaign
b67a570e-b73e-4c85-906d-c47bb4476d89,DNR0020,169.85,2022-06-05,Giving Season,Credit Card,Kelly Kennedy,Female,Gen X,46-60,<$50k,jason19@example.net,001-250-847-0285x046,"52256 Kevin Stream Suite 301, Vanessaton, IA 29302",Event Donors,2021-10-04,Fox Habitat Event
ac490b36-82ca-427a-94be-29ef522bc943,DNR0021,189.52,2023-12-29,Annual Appeal,Cash,Stephanie Rivas,Female,Gen X,46-60,$50k-$100k,alexander34@example.org,+1-632-316-6745,"361 English Cove Apt. 315, East Erica, SD 45884",Event Donors,2022-04-04,Bat Box Build Event
3702f40b-d7c6-474c-ad2a-2bfe758ec4a5,DNR0022,49.65,2024-12-25,Monthly Giving Program,Credit Card,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
d5a513a9-4727-4cc2-9906-feb09d225774,DNR0022,55.69,2024-08-29,Monthly Giving Program,Credit Card,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
8af1912d-f96a-42b6-a0eb-652f3003b4f5,DNR0022,45.24,2025-02-14,Annual Appeal,Credit Card,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
a834c60b-6d17-46f6-8d3b-eb88f536a850,DNR0022,32.56,2025-02-12,Monthly Giving Program,Credit Card,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
c92e8193-331a-4bab-8d0c-081edf056340,DNR0022,27.04,2024-09-12,Monthly Giving Program,Check,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
081dc7a8-5622-4e19-8e6e-a383953ed501,DNR0022,33.86,2024-12-17,Monthly Giving Program,Bank Transfer,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
d52f1ca7-668f-4f5e-b593-985cb18b764d,DNR0022,31.56,2025-04-14,Arctic Fox Day,Credit Card,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
6ee85d98-5dc2-423e-973a-4a2305a990df,DNR0022,38.15,2025-01-13,Giving Season,Check,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
b5e828a8-a9b9-4960-9a8b-e16324f9f979,DNR0022,15.82,2024-10-04,Annual Appeal,Credit Card,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
d3dc35ce-1906-4a04-b096-8d008fdf6a69,DNR0022,25.35,2025-04-03,Monthly Giving Program,Check,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
4d109ab2-ee79-429c-898d-f7dd3fe14776,DNR0022,5.0,2024-11-06,Monthly Giving Program,PayPal,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
3ed072bf-8664-48c0-8186-ee4b6d89e89b,DNR0022,36.55,2024-10-27,Monthly Giving Program,Credit Card,Esther Pastor,Female,Millennial,31-45,<$50k,david56@example.com,001-866-961-5968x244,"59055 Riley Mall, Duffyville, SD 28500",Monthly Sustainers,2024-05-27,Meta Ads
df2f34b0-e3bc-43ec-9b4a-b2fa218ac605,DNR0023,243.96,2024-12-06,Gray Bat Habitat Fund,Check,Susana Santacruz,Female,Millennial,18-30,$50k-$100k,lawsonjamie@example.net,+1-766-578-3691x4770,"2545 Carson Cape Suite 123, Rebeccashire, MN 04402",Event Donors,2022-08-05,Earth Day Event
3c060192-7cfc-45aa-8b54-b5a6a66441c5,DNR0023,104.54,2023-02-01,Kids 4 Climate School Fundraiser,Credit Card,Susana Santacruz,Female,Millennial,18-30,$50k-$100k,lawsonjamie@example.net,+1-766-578-3691x4770,"2545 Carson Cape Suite 123, Rebeccashire, MN 04402",Event Donors,2022-08-05,Earth Day Event
c850a880-45fd-4862-adea-bf177533e155,DNR0023,76.45,2024-11-11,Annual Appeal,Check,Susana Santacruz,Female,Millennial,18-30,$50k-$100k,lawsonjamie@example.net,+1-766-578-3691x4770,"2545 Carson Cape Suite 123, Rebeccashire, MN 04402",Event Donors,2022-08-05,Earth Day Event
927cf22a-6a07-4663-9e6d-4957628bf3d6,DNR0024,53.95,2022-08-11,Giving Season,PayPal,Laura Marshall,Female,Boomer,60+,$100k+,tina10@example.com,(531)900-1632,"518 Fox Crest, Aguilarfurt, MP 07598",Small Online Donors,2022-06-17,Google Ads
44c856d1-e6c1-4e1f-8050-de02fdac3811,DNR0025,54.37,2024-04-02,Earth Day Events,PayPal,Andrea Soledad Vargas Márquez,Female,Boomer,60+,$50k-$100k,james17@example.net,670-947-2573,"546 Marcus Roads Apt. 173, Cardenasside, PR 38870",Small Online Donors,2022-01-11,Meta Ads
fd4c586c-ebd7-496b-ac2a-fb33c8a424a3,DNR0025,45.93,2023-07-31,Endangered Species Fund,Credit Card,Andrea Soledad Vargas Márquez,Female,Boomer,60+,$50k-$100k,james17@example.net,670-947-2573,"546 Marcus Roads Apt. 173, Cardenasside, PR 38870",Small Online Donors,2022-01-11,Meta Ads
58a332e9-67f8-4771-807a-c195ea3d2770,DNR0025,32.33,2022-02-06,Annual Appeal,PayPal,Andrea Soledad Vargas Márquez,Female,Boomer,60+,$50k-$100k,james17@example.net,670-947-2573,"546 Marcus Roads Apt. 173, Cardenasside, PR 38870",Small Online Donors,2022-01-11,Meta Ads
fde3652e-032e-4450-90f1-52370872bf9f,DNR0025,59.63,2024-06-28,Arctic Fox Day,Bank Transfer,Andrea Soledad Vargas Márquez,Female,Boomer,60+,$50k-$100k,james17@example.net,670-947-2573,"546 Marcus Roads Apt. 173, Cardenasside, PR 38870",Small Online Donors,2022-01-11,Meta Ads
e29fc74e-e87b-4f8a-8d94-55734c0335c9,DNR0026,23.43,2023-12-06,Whale Shark Supporter Program,PayPal,Theresa Hughes,Female,Millennial,31-45,$50k-$100k,gillrichard@example.net,2546419618,"87027 Brandt Alley, North Suzanneburgh, PW 05424",Small Online Donors,2022-09-17,Website Donation
aea446d3-a1c3-4461-818b-8ac5429e016a,DNR0026,56.66,2023-11-05,Whale Shark Supporter Program,Credit Card,Theresa Hughes,Female,Millennial,31-45,$50k-$100k,gillrichard@example.net,2546419618,"87027 Brandt Alley, North Suzanneburgh, PW 05424",Small Online Donors,2022-09-17,Website Donation
d6f6b543-dac8-48db-a851-e2d36dbc460f,DNR0026,46.82,2023-02-27,Earth Day Events,Credit Card,Theresa Hughes,Female,Millennial,31-45,$50k-$100k,gillrichard@example.net,2546419618,"87027 Brandt Alley, North Suzanneburgh, PW 05424",Small Online Donors,2022-09-17,Website Donation
3c2efe66-c8d3-4916-9a8b-b3267344afa4,DNR0027,94.05,2025-02-11,Earth Day Events,Check,Gustavo Héctor Archuleta,Female,Boomer,60+,$50k-$100k,ckrueger@example.org,263-700-7478x2221,"42459 Kelly Fords, Annamouth, MD 10572",Small Online Donors,2022-03-09,Google Ads
369a4fc3-66e6-4378-82d0-e2395f8ff7d3,DNR0028,73.8,2024-05-16,Kids 4 Climate School Fundraiser,Credit Card,Andrew Villanueva,Male,Gen Z,18-30,<$50k,susanbarnett@example.com,640.910.9147x1795,"USS Maxwell, FPO AE 43502",Event Donors,2024-05-13,Earth Day Event
77f9cdc7-6294-4cfb-994b-f2f5cd468f95,DNR0029,114.94,2024-06-20,Arctic Fox Day,Check,Mtro. Delia Longoria,Male,Millennial,31-45,<$50k,aking@example.com,+1-862-431-2738,"52518 Meza Passage, Aarontown, OR 68434",Small Online Donors,2023-09-22,Meta Ads
f28b3cd6-1bb9-4cf9-a7c3-37a7bcecbdfc,DNR0029,33.39,2025-03-20,Arctic Fox Day,Venmo,Mtro. Delia Longoria,Male,Millennial,31-45,<$50k,aking@example.com,+1-862-431-2738,"52518 Meza Passage, Aarontown, OR 68434",Small Online Donors,2023-09-22,Meta Ads
7bd95d09-0e29-4481-ab9e-9b7cffd67213,DNR0029,70.14,2024-02-05,Whale Shark Supporter Program,Credit Card,Mtro. Delia Longoria,Male,Millennial,31-45,<$50k,aking@example.com,+1-862-431-2738,"52518 Meza Passage, Aarontown, OR 68434",Small Online Donors,2023-09-22,Meta Ads
2c877aef-0f7a-4dd0-874e-873cc90226cc,DNR0029,98.74,2024-08-31,Arctic Fox Day,Check,Mtro. Delia Longoria,Male,Millennial,31-45,<$50k,aking@example.com,+1-862-431-2738,"52518 Meza Passage, Aarontown, OR 68434",Small Online Donors,2023-09-22,Meta Ads
054b09dd-3be5-4cac-922b-74b2f1780dfa,DNR0030,91.17,2025-05-21,Earth Day Events,Credit Card,Theodoro da Rosa,Male,Boomer,46-60,<$50k,gmoore@example.org,9964352101,"69438 Brandon Forges Suite 374, Jamesfort, AR 54561",Event Donors,2023-04-12,Fox Habitat Event
ac5dbe93-4067-4567-a0c6-0fed436e545e,DNR0030,188.59,2024-09-14,Giving Season,Check,Theodoro da Rosa,Male,Boomer,46-60,<$50k,gmoore@example.org,9964352101,"69438 Brandon Forges Suite 374, Jamesfort, AR 54561",Event Donors,2023-04-12,Fox Habitat Event
c53016fc-d004-42a0-8c1f-f837ea5c8517,DNR0030,253.55,2024-11-17,Earth Day Events,PayPal,Theodoro da Rosa,Male,Boomer,46-60,<$50k,gmoore@example.org,9964352101,"69438 Brandon Forges Suite 374, Jamesfort, AR 54561",Event Donors,2023-04-12,Fox Habitat Event
